Occupation Type,ANZSCO Code,Sub-Profile Code,ANZSCO Title,Core Competency,Score,Proficiency Level,Anchor Value,Core Competency ID
ANZSCO 6,521212,,Legal Secretary,Writing,7,Intermediate,Write a detailed literature review,104
ANZSCO 6,521212,,Legal Secretary,Reading,7,Intermediate,Read a book on leading and managing change in a diverse and evolving workplace.,105
ANZSCO 6,521212,,Legal Secretary,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date",106
ANZSCO 6,521212,,Legal Secretary,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document,107
ANZSCO 6,521212,,Legal Secretary,Oral communication,6,Intermediate,Give instructions to a lost driver,108
ANZSCO 6,521212,,Legal Secretary,Initiative and innovation,7,Intermediate,Coordinate sales campaigns,110
ANZSCO 6,531111,,General Clerk,Teamwork,8,High,Engage with clients from a range of backgrounds and identify options to help them meet their needs,103
ANZSCO 6,531111,,General Clerk,Numeracy,4,Intermediate,Use a blood pressure machine and accurately record the results,101
ANZSCO 6,531111,,General Clerk,Digital engagement,5,Intermediate,Build and maintain an effective online profile for career management,102
ANZSCO 6,531111,,General Clerk,Writing,5,Intermediate,Prepare a standard operating procedures document,104
ANZSCO 6,531111,,General Clerk,Reading,6,Intermediate,Read a memo from management describing new personnel policies,105
ANZSCO 6,531111,,General Clerk,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date",106
ANZSCO 6,531111,,General Clerk,Problem solving,4,Intermediate,Break a complex problem into manageable parts and follow a plan of action,107
ANZSCO 6,531111,,General Clerk,Oral communication,6,Intermediate,Give instructions to a lost driver,108
ANZSCO 6,531111,,General Clerk,Planning and organising,7,Intermediate,"Write a research report that presents recommendations after developing a project methodology, planning the research and developing a timeline",109
ANZSCO 6,531111,,General Clerk,Initiative and innovation,7,Intermediate,Coordinate sales campaigns,110
ANZSCO 6,532111,,Data Entry Operator,Teamwork,8,High,Engage with clients from a range of backgrounds and identify options to help them meet their needs,103
ANZSCO 6,532111,,Data Entry Operator,Numeracy,4,Intermediate,Use a blood pressure machine and accurately record the results,101
ANZSCO 6,532111,,Data Entry Operator,Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos",102
ANZSCO 6,532111,,Data Entry Operator,Writing,5,Intermediate,Prepare a standard operating procedures document,104
ANZSCO 6,532111,,Data Entry Operator,Reading,6,Intermediate,Read a memo from management describing new personnel policies,105
ANZSCO 6,532111,,Data Entry Operator,Learning,4,Intermediate,Learn how to operate new machinery safely and efficiently,106
ANZSCO 6,532111,,Data Entry Operator,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document,107
ANZSCO 6,532111,,Data Entry Operator,Oral communication,5,Intermediate,Answer a customer’s questions about which product would work best for them,108
ANZSCO 6,532111,,Data Entry Operator,Planning and organising,6,Intermediate,Plan and organise your own activities as requirements change,109
ANZSCO 6,532111,,Data Entry Operator,Initiative and innovation,6,Intermediate,Find a more efficient way to produce end of month reports,110
ANZSCO 6,532113,,Word Processing Operator,Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events",109
ANZSCO 6,532113,,Word Processing Operator,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey,101
ANZSCO 6,532113,,Word Processing Operator,Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos",102
ANZSCO 6,532113,,Word Processing Operator,Teamwork,7,Intermediate,"Share knowledge, experience, information and resources with others as an integral part of work relationships",103
ANZSCO 6,532113,,Word Processing Operator,Writing,6,Intermediate,Write a memo to staff outlining new directives,104
ANZSCO 6,532113,,Word Processing Operator,Reading,6,Intermediate,Read a memo from management describing new personnel policies,105
ANZSCO 6,532113,,Word Processing Operator,Learning,4,Intermediate,Learn how to operate new machinery safely and efficiently,106
ANZSCO 6,532113,,Word Processing Operator,Problem solving,4,Intermediate,Break a complex problem into manageable parts and follow a plan of action,107
ANZSCO 6,532113,,Word Processing Operator,Oral communication,5,Intermediate,Answer a customer’s questions about which product would work best for them,108
ANZSCO 6,532113,,Word Processing Operator,Initiative and innovation,7,Intermediate,Coordinate sales campaigns,110
ANZSCO 6,541111,,Call or Contact Centre Team Leader,Teamwork,8,High,Engage with clients from a range of backgrounds and identify options to help them meet their needs,103
ANZSCO 6,541111,,Call or Contact Centre Team Leader,Planning and organising,9,High,Prioritise and plan multiple complex tasks several months ahead,109
ANZSCO 6,541111,,Call or Contact Centre Team Leader,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house,110
ANZSCO 6,541111,,Call or Contact Centre Team Leader,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey,101
ANZSCO 6,541111,,Call or Contact Centre Team Leader,Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos",102
ANZSCO 6,541111,,Call or Contact Centre Team Leader,Writing,7,Intermediate,Write a detailed literature review,104
ANZSCO 6,541111,,Call or Contact Centre Team Leader,Reading,7,Intermediate,Read a book on leading and managing change in a diverse and evolving workplace.,105
ANZSCO 6,541111,,Call or Contact Centre Team Leader,Learning,6,Intermediate,Determine the impact of new menu changes on a restaurant's purchasing requirements,106
ANZSCO 6,541111,,Call or Contact Centre Team Leader,Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques,107
ANZSCO 6,541111,,Call or Contact Centre Team Leader,Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions,108
ANZSCO 6,541112,,Call or Contact Centre Operator,Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events",109
ANZSCO 6,541112,,Call or Contact Centre Operator,Numeracy,4,Intermediate,Use a blood pressure machine and accurately record the results,101
ANZSCO 6,541112,,Call or Contact Centre Operator,Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos",102
ANZSCO 6,541112,,Call or Contact Centre Operator,Teamwork,7,Intermediate,"Share knowledge, experience, information and resources with others as an integral part of work relationships",103
ANZSCO 6,541112,,Call or Contact Centre Operator,Writing,5,Intermediate,Prepare a standard operating procedures document,104
ANZSCO 6,541112,,Call or Contact Centre Operator,Reading,6,Intermediate,Read a memo from management describing new personnel policies,105
ANZSCO 6,541112,,Call or Contact Centre Operator,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date",106
ANZSCO 6,541112,,Call or Contact Centre Operator,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document,107
ANZSCO 6,541112,,Call or Contact Centre Operator,Oral communication,6,Intermediate,Give instructions to a lost driver,108
ANZSCO 6,541112,,Call or Contact Centre Operator,Initiative and innovation,6,Intermediate,Find a more efficient way to produce end of month reports,110
ANZSCO 6,541211,,Information Officer,Teamwork,8,High,Engage with clients from a range of backgrounds and identify options to help them meet their needs,103
ANZSCO 6,541211,,Information Officer,Numeracy,4,Intermediate,Use a blood pressure machine and accurately record the results,101
ANZSCO 6,541211,,Information Officer,Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos",102
ANZSCO 6,541211,,Information Officer,Writing,5,Intermediate,Prepare a standard operating procedures document,104
ANZSCO 6,541211,,Information Officer,Reading,6,Intermediate,Read a memo from management describing new personnel policies,105
ANZSCO 6,541211,,Information Officer,Learning,4,Intermediate,Learn how to operate new machinery safely and efficiently,106
ANZSCO 6,541211,,Information Officer,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document,107
ANZSCO 6,541211,,Information Officer,Oral communication,6,Intermediate,Give instructions to a lost driver,108
ANZSCO 6,541211,,Information Officer,Planning and organising,6,Intermediate,Plan and organise your own activities as requirements change,109
ANZSCO 6,541211,,Information Officer,Initiative and innovation,7,Intermediate,Coordinate sales campaigns,110
ANZSCO 6,542111,,Receptionist (General),Teamwork,8,High,Engage with clients from a range of backgrounds and identify options to help them meet their needs,103
ANZSCO 6,542111,,Receptionist (General),Numeracy,4,Intermediate,Use a blood pressure machine and accurately record the results,101
ANZSCO 6,542111,,Receptionist (General),Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos",102
ANZSCO 6,542111,,Receptionist (General),Writing,5,Intermediate,Prepare a standard operating procedures document,104
ANZSCO 6,542111,,Receptionist (General),Reading,6,Intermediate,Read a memo from management describing new personnel policies,105
