Occupation Type,ANZSCO Code,Sub-Profile Code,ANZSCO Title,Technology Tool,Emerging/Trending,Technology Tool ID
ANZSCO 6,599516,,Taxation Inspector,Enterprise resource planning ERP software,,31025
ANZSCO 6,599516,,Taxation Inspector,Optical character reader (OCR) or scanning software,,31051
ANZSCO 6,599516,,Taxation Inspector,Regulatory compliance software,,31060
ANZSCO 6,599518,,Transport Operations Inspector,Radio frequency transmitters or receivers,,31059
ANZSCO 6,599711,,Library Assistant,Library management systems,,31040
ANZSCO 6,599711,,Library Assistant,Document management and code versioning software,,31020
ANZSCO 6,599711,,Library Assistant,Software development and programming languages,,31064
ANZSCO 6,599913,,Proof Reader,Application and load testing software,,31003
ANZSCO 6,599913,,Proof Reader,Business intelligence and decision support software,,31010
ANZSCO 6,599913,,Proof Reader,Document management and code versioning software,,31020
ANZSCO 6,599913,,Proof Reader,File storage technologies,,31028
ANZSCO 6,599913,,Proof Reader,Graphics or photo imaging software,,31033
ANZSCO 6,599914,,Radio Despatcher,GPS and navigation technologies,,31032
ANZSCO 6,599914,,Radio Despatcher,Despatch and vehicle booking systems,,31018
ANZSCO 6,599915,,Clinical Coder,Patient management systems and electronic health records,Trending,31052
ANZSCO 6,599915,,Clinical Coder,Business intelligence and decision support software,,31010
ANZSCO 6,599915,,Clinical Coder,Database management software,,31017
ANZSCO 6,599915,,Clinical Coder,Statistical and data analysis software,,31066
ANZSCO 6,599916,,Facilities Administrator,Enterprise resource planning ERP software,,31025
ANZSCO 6,599916,,Facilities Administrator,Project management software,,31056
ANZSCO 6,599916,,Facilities Administrator,Graphics or photo imaging software,,31033
ANZSCO 6,599916,,Facilities Administrator,Content workflow software,,31013
ANZSCO 6,599916,,Facilities Administrator,Industrial control and automation software,,31036
ANZSCO 6,599916,,Facilities Administrator,Facilities management software,Emerging,31027
ANZSCO 6,611211,,Insurance Agent,Social media platforms,,31063
ANZSCO 6,611211,,Insurance Agent,Video creation and editing software,,31068
ANZSCO 6,611211,,Insurance Agent,Enterprise resource planning ERP software,,31025
ANZSCO 6,611211,,Insurance Agent,Patient management systems and electronic health records,,31052
ANZSCO 6,612112,,Property Manager,Social media platforms,,31063
ANZSCO 6,612112,,Property Manager,Project management software,,31056
ANZSCO 6,612112,,Property Manager,Video creation and editing software,,31068
ANZSCO 6,612112,,Property Manager,Business intelligence and decision support software,,31010
ANZSCO 6,612114,,Real Estate Agent,Customer relationship management CRM software,,31015
ANZSCO 6,612114,,Real Estate Agent,Accounting software,,31001
ANZSCO 6,612114,,Real Estate Agent,Enterprise resource planning ERP software,Emerging,31025
ANZSCO 6,612115,,Real Estate Representative,Accounting software,,31001
ANZSCO 6,612115,,Real Estate Representative,Customer relationship management CRM software,,31015
ANZSCO 6,612115,,Real Estate Representative,Document management and code versioning software,,31020
ANZSCO 6,612115,,Real Estate Representative,GPS and navigation technologies,,31032
ANZSCO 6,621111,,Sales Assistant (General),Social media platforms,,31063
ANZSCO 6,621111,,Sales Assistant (General),Customer relationship management CRM software,,31015
ANZSCO 6,621111,,Sales Assistant (General),Enterprise resource planning ERP software,,31025
ANZSCO 6,621111,,Sales Assistant (General),Point of sale (POS) and EFTPOS systems,,31054
ANZSCO 6,621111,,Sales Assistant (General),Inventory management software,,31039
ANZSCO 6,621311,,Motor Vehicle or Caravan Salesperson,Social media platforms,,31063
ANZSCO 6,621311,,Motor Vehicle or Caravan Salesperson,Enterprise resource planning ERP software,,31025
ANZSCO 6,621311,,Motor Vehicle or Caravan Salesperson,Customer relationship management CRM software,,31015
ANZSCO 6,621311,,Motor Vehicle or Caravan Salesperson,Accounting software,,31001
ANZSCO 6,621311,,Motor Vehicle or Caravan Salesperson,Business intelligence and decision support software,,31010
ANZSCO 6,621312,,Motor Vehicle Parts Interpreter / Automotive Parts Salesperson,Enterprise resource planning ERP software,Emerging,31025
ANZSCO 6,621312,,Motor Vehicle Parts Interpreter / Automotive Parts Salesperson,Document management and code versioning software,,31020
ANZSCO 6,621411,,Pharmacy Sales Assistant,Inventory management software,,31039
ANZSCO 6,621411,,Pharmacy Sales Assistant,Point of sale (POS) and EFTPOS systems,,31054
ANZSCO 6,621511,,Retail Supervisor,Social media platforms,,31063
ANZSCO 6,621511,,Retail Supervisor,Enterprise resource planning ERP software,,31025
ANZSCO 6,621511,,Retail Supervisor,Customer relationship management CRM software,,31015
ANZSCO 6,621511,,Retail Supervisor,Financial analysis software,,31029
ANZSCO 6,621511,,Retail Supervisor,Video creation and editing software,,31068
ANZSCO 6,621611,,Service Station Attendant,Business intelligence and decision support software,,31010
ANZSCO 6,621611,,Service Station Attendant,Industrial control and automation software,,31036
ANZSCO 6,621611,,Service Station Attendant,Inventory management software,,31039
ANZSCO 6,621611,,Service Station Attendant,Point of sale (POS) and EFTPOS systems,,31054
ANZSCO 6,639111,,Model,Social media platforms,,31063
ANZSCO 6,639112,,Sales Demonstrator,Software development and programming languages,,31064
ANZSCO 6,639211,,Retail Buyer,Enterprise resource planning ERP software,,31025
ANZSCO 6,639211,,Retail Buyer,Business intelligence and decision support software,,31010
ANZSCO 6,639211,,Retail Buyer,Social media platforms,,31063
ANZSCO 6,639211,,Retail Buyer,Accounting software,,31001
ANZSCO 6,639211,,Retail Buyer,Software development and programming languages,,31064
ANZSCO 6,639311,,Telemarketer,Customer relationship management CRM software,,31015
ANZSCO 6,639311,,Telemarketer,Social media platforms,,31063
ANZSCO 6,639311,,Telemarketer,Voice recognition and response software,,31069
ANZSCO 6,639511,,Visual Merchandiser,Graphics or photo imaging software,,31033
ANZSCO 6,639511,,Visual Merchandiser,Document management and code versioning software,,31020
ANZSCO 6,639511,,Visual Merchandiser,Technical design and modelling software (2D and 3D),,31067
ANZSCO 6,711111,,Clay Products Machine Operator,Industrial control and automation software,,31036
ANZSCO 6,711111,,Clay Products Machine Operator,Inventory management software,,31039
ANZSCO 6,711112,,Concrete Products Machine Operator,Industrial control and automation software,,31036
ANZSCO 6,711112,,Concrete Products Machine Operator,Inventory management software,,31039
ANZSCO 6,711113,,Glass Production Machine Operator,Industrial control and automation software,,31036
ANZSCO 6,711113,,Glass Production Machine Operator,Inventory management software,,31039
ANZSCO 6,711114,,Stone Processing Machine Operator,Industrial control and automation software,,31036
ANZSCO 6,711114,,Stone Processing Machine Operator,Inventory management software,,31039
ANZSCO 6,711211,,Industrial Spraypainter,"Materials requirements planning, logistics and supply chain software",,31042
ANZSCO 6,711411,,Photographic Developer and Printer,Business intelligence and decision support software,,31010
ANZSCO 6,711411,,Photographic Developer and Printer,Database management software,,31017
ANZSCO 6,711411,,Photographic Developer and Printer,File storage technologies,,31028
ANZSCO 6,711411,,Photographic Developer and Printer,Graphics or photo imaging software,,31033
ANZSCO 6,711511,,Plastic Cablemaking Machine Operator,Computer aided manufacturing (CAM),,31011
ANZSCO 6,711511,,Plastic Cablemaking Machine Operator,Enterprise resource planning ERP software,,31025
ANZSCO 6,711511,,Plastic Cablemaking Machine Operator,Industrial control and automation software,,31036
ANZSCO 6,711512,,Plastic Compounding and Reclamation Machine Operator,Industrial control and automation software,,31036
ANZSCO 6,711513,,Plastics Fabricator or Welder,Computer aided manufacturing (CAM),,31011
ANZSCO 6,711513,,Plastics Fabricator or Welder,Industrial control and automation software,,31036
ANZSCO 6,711514,,Plastics Production Machine Operator (General),Computer aided manufacturing (CAM),,31011
ANZSCO 6,711514,,Plastics Production Machine Operator (General),Industrial control and automation software,,31036
ANZSCO 6,711515,,Reinforced Plastic and Composite Production Worker,Industrial control and automation software,,31036
ANZSCO 6,711516,,Rubber Production Machine Operator,Industrial control and automation software,,31036
ANZSCO 6,711711,,Footwear Production Machine Operator,Graphics or photo imaging software,,31033
ANZSCO 6,711711,,Footwear Production Machine Operator,Industrial control and automation software,,31036
ANZSCO 6,711712,,Hide and Skin Processing Machine Operator,Industrial control and automation software,,31036
ANZSCO 6,711713,,Knitting Machine Operator,Industrial control and automation software,,31036
ANZSCO 6,711714,,Textile Dyeing and Finishing Machine Operator,Document management and code versioning software,,31020
ANZSCO 6,711714,,Textile Dyeing and Finishing Machine Operator,Industrial control and automation software,,31036
ANZSCO 6,711714,,Textile Dyeing and Finishing Machine Operator,Inventory management software,,31039
ANZSCO 6,711715,,Weaving Machine Operator,Document management and code versioning software,,31020
ANZSCO 6,711715,,Weaving Machine Operator,Industrial control and automation software,,31036
ANZSCO 6,711715,,Weaving Machine Operator,Inventory management software,,31039
ANZSCO 6,711716,,Yarn Carding and Spinning Machine Operator,Document management and code versioning software,,31020
ANZSCO 6,711716,,Yarn Carding and Spinning Machine Operator,Industrial control and automation software,,31036
ANZSCO 6,711716,,Yarn Carding and Spinning Machine Operator,Inventory management software,,31039
ANZSCO 6,711914,,Sterilisation Technician,Business intelligence and decision support software,,31010
ANZSCO 6,711914,,Sterilisation Technician,Patient management systems and electronic health records,,31052
ANZSCO 6,711914,,Sterilisation Technician,Payroll and time accounting software,,31053
ANZSCO 6,711914,,Sterilisation Technician,Project management software,,31056
ANZSCO 6,712111,,"Crane, Hoist or Lift Operator",Industrial control and automation software,,31036
ANZSCO 6,712212,,Miner,Statistical and data analysis software,,31066
ANZSCO 6,712213,,Shot Firer,GPS and navigation technologies,,31032
ANZSCO 6,712311,,Engineering Production Worker,Computer aided manufacturing (CAM),,31011
ANZSCO 6,712311,,Engineering Production Worker,Industrial control and automation software,,31036
ANZSCO 6,712911,,Boiler or Engine Operator,Enterprise resource planning ERP software,,31025
ANZSCO 6,712911,,Boiler or Engine Operator,Business intelligence and decision support software,,31010
ANZSCO 6,712911,,Boiler or Engine Operator,Facilities management software,,31027
ANZSCO 6,712911,,Boiler or Engine Operator,Graphics or photo imaging software,,31033
ANZSCO 6,712911,,Boiler or Engine Operator,Industrial control and automation software,,31036
ANZSCO 6,712911,,Boiler or Engine Operator,Statistical and data analysis software,,31066
ANZSCO 6,712912,,Bulk Materials Handling Plant Operator,Industrial control and automation software,,31036
ANZSCO 6,712915,,Concrete Pump Operator,Facilities management software,,31027
ANZSCO 6,712915,,Concrete Pump Operator,Industrial control and automation software,,31036
ANZSCO 6,712917,,Railway Signal Operator,Business intelligence and decision support software,,31010
ANZSCO 6,712917,,Railway Signal Operator,GPS and navigation technologies,,31032
ANZSCO 6,712917,,Railway Signal Operator,Industrial control and automation software,,31036
ANZSCO 6,712917,,Railway Signal Operator,Payroll and time accounting software,,31053
ANZSCO 6,712921,,Waste Water or Water Plant Operator,Industrial control and automation software,,31036
ANZSCO 6,712921,,Waste Water or Water Plant Operator,Business intelligence and decision support software,,31010
ANZSCO 6,712921,,Waste Water or Water Plant Operator,Regulatory compliance software,,31060
ANZSCO 6,712922,,Weighbridge Operator,Enterprise resource planning ERP software,,31025
ANZSCO 6,712922,,Weighbridge Operator,Business intelligence and decision support software,,31010
ANZSCO 6,712922,,Weighbridge Operator,"Materials requirements planning, logistics and supply chain software",,31042
ANZSCO 6,712922,,Weighbridge Operator,Radio frequency transmitters or receivers,,31059
ANZSCO 6,712922,,Weighbridge Operator,Statistical and data analysis software,,31066
ANZSCO 6,721111,,Agricultural and Horticultural Mobile Plant Operator,Enterprise resource planning ERP software,,31025
ANZSCO 6,721111,,Agricultural and Horticultural Mobile Plant Operator,Automated vehicle guidance,,31006
ANZSCO 6,721111,,Agricultural and Horticultural Mobile Plant Operator,Geographic information systems (GIS),,31031
ANZSCO 6,721111,,Agricultural and Horticultural Mobile Plant Operator,GPS and navigation technologies,,31032
ANZSCO 6,721111,,Agricultural and Horticultural Mobile Plant Operator,Mapping software,,31041
ANZSCO 6,721311,,Forklift Driver,Enterprise resource planning ERP software,,31025
ANZSCO 6,721311,,Forklift Driver,"Materials requirements planning, logistics and supply chain software",,31042
ANZSCO 6,721911,,Aircraft Baggage Handler and Airline Ground Crew,Aviation and marine communication systems,,31007
ANZSCO 6,721911,,Aircraft Baggage Handler and Airline Ground Crew,Barcode reading technologies,,31008
ANZSCO 6,721912,,Linemarker,Radio frequency transmitters or receivers,,31059
ANZSCO 6,721913,,Paving Plant Operator,Business intelligence and decision support software,,31010
ANZSCO 6,721913,,Paving Plant Operator,Technical design and modelling software (2D and 3D),,31067
ANZSCO 6,721914,,Railway Track Plant Operator,Radio frequency transmitters or receivers,,31059
ANZSCO 6,721915,,Road Roller Operator,Business intelligence and decision support software,,31010
ANZSCO 6,721915,,Road Roller Operator,Technical design and modelling software (2D and 3D),,31067
ANZSCO 6,721916,,Streetsweeper Operator,GPS and navigation technologies,,31032
ANZSCO 6,732111,,Delivery Driver,GPS and navigation technologies,,31032
ANZSCO 6,733111,,Truck Driver (General),GPS and navigation technologies,,31032
ANZSCO 6,733111,,Truck Driver (General),Instant messaging software,,31038
ANZSCO 6,733111,,Truck Driver (General),Inventory management software,,31039
ANZSCO 6,733111,,Truck Driver (General),"Materials requirements planning, logistics and supply chain software",,31042
ANZSCO 6,733112,,Aircraft Refueller,Aviation and marine communication systems,,31007
ANZSCO 6,733112,,Aircraft Refueller,GPS and navigation technologies,,31032
ANZSCO 6,733112,,Aircraft Refueller,Inventory management software,,31039
ANZSCO 6,733113,,Furniture Removalist,GPS and navigation technologies,,31032
ANZSCO 6,733113,,Furniture Removalist,Industrial control and automation software,,31036
ANZSCO 6,733113,,Furniture Removalist,Instant messaging software,,31038
